"y","x1","x2","x3","x4"
1.05297827596962,"A","1",1.62345888612885,5.5271478623271
5.53216779876494,"A","2",2.10810592521939,18.2772027170359
8.92581610644281,"B","1",2.17067047110302,31.4219586554627
13.5092354998846,"B","2",3.42698300283488,45.422165199723
4.94405982734562,"A","1",0.866490106186751,14.8657435856295
2.78180578858515,"A","2",-0.294681083076552,11.6763338926044
11.208814127914,"B","1",2.50532901503408,36.9011539069936
14.0409600198509,"B","2",3.83381290138802,46.6983040476422
3.05378545393892,"A","1",0.770512626076851,10.3290850894534
5.94857619955209,"A","2",2.1878202558638,19.276582878925
13.0169454354219,"B","1",4.85520963788446,41.2406690450125
13.3867627923909,"B","2",2.7986089872154,45.1282307017383
-3.88571130781232,"A","1",-2.3885071237887,-6.32570713874956
5.4297949930258,"A","2",2.32592413054637,18.0315079832619
7.05998057405477,"B","1",2.87397944712219,26.9439533777314
13.22261949287,"B","2",4.99491236056217,44.734286782888
2.23117428813115,"A","1",0.802499545946385,8.35481829151477
3.71898454298921,"A","2",1.51784303172406,13.9255629031741
11.100524162337,"B","1",3.25982849701763,36.6412579896089
13.7526978470653,"B","2",3.4776742138277,46.0064748329567
2.75627047699673,"A","1",0.0955023573629704,9.61504914479214
4.01947160744826,"A","2",-0.262170573644007,14.6467318578758
7.60980057011918,"B","1",2.69446627170674,28.263521368286
11.9600943083342,"B","2",4.95868978813167,41.7042263400021
3.1827790066496,"A","1",2.12667708919694,10.638669615959
1.2687879838938,"A","2",-0.30406748237937,8.04509116134512
6.48072582709702,"B","1",1.49609506738186,25.5537419850328
9.18494085201932,"B","2",1.44941878283521,35.0438580448464
2.72839272737646,"A","1",0.512775112593002,9.5481425457035
2.46130419528225,"A","2",-0.190879198727143,10.9071300686774
9.77812972390037,"B","1",3.30334764910157,33.4675113373609
15.8090827669503,"B","2",5.96073433695934,50.9417986406806
8.32679266717802,"A","1",2.88156920918153,22.9843024012272
4.13419763557671,"A","2",0.758202122270556,14.9220743253841
7.687097481643,"B","1",1.86000399078079,28.4490339559432
14.5134722819098,"B","2",5.17047728842182,47.8323334765836
3.84522776903684,"A","1",1.34686161916477,12.2285466456884
5.05922324207088,"A","2",1.73738684293164,17.1421357809701
8.74195091160192,"B","1",4.00013836219234,30.9806821878446
14.7282560863312,"B","2",3.66804730734825,48.3478146071948
4.02062333157224,"A","1",1.24505126567673,12.6494959957734
6.75364778747983,"A","2",1.88890392961624,21.2087546899516
13.7722828057018,"B","1",4.14352324311409,43.0534787336844
13.6900162832404,"B","2",3.30278604541173,45.8560390797769
5.98253160621828,"A","1",1.7523712218479,17.3580758549239
-0.0552022349552566,"A","2",-0.648242579339564,4.86751463610738
7.25260392391475,"B","1",2.7298369997448,27.4062494173954
12.6491446424052,"B","2",3.40360345627805,43.3579471417726
6.6678518618053,"A","1",1.67130058114812,19.0028444683327
-0.823592981148904,"A","2",-1.61420941837971,3.02337684524263
11.7582896513468,"B","1",4.26700786644945,38.2198951632322
14.8065020686358,"B","2",4.50301660870223,48.5356049647259
5.1730108260192,"A","1",0.771378220157666,15.4152259824461
1.77447996274674,"A","2",1.20718622953718,9.25875191059217
10.3901493038428,"B","1",3.31514189434484,34.9363583292227
16.2246211177592,"B","2",5.11316569532974,51.9390906826221
0.951805324734021,"A","1",-0.615755305408832,5.28433277936165
3.6536151711213,"A","2",-0.501718383437277,13.7686764106911
8.13520835724579,"B","1",2.18187980970554,29.5245000573899
12.9580360165645,"B","2",4.98382349275069,44.0992864397549
3.75292460170027,"A","1",1.52630509805125,12.0070190440806
1.26664596152637,"A","2",0.165811776820718,8.0399503076633
10.8665642774964,"B","1",1.64228856810314,36.0797542659915
12.647009855423,"B","2",2.27400589384099,43.3528236530152
2.6927773482473,"A","1",1.18531050855846,9.46266563579352
3.67957307398881,"A","2",1.60456511030374,13.8309753775731
9.51434103339285,"B","1",3.93829770200915,32.8344184801428
17.2523570049055,"B","2",6.46420126692431,54.4056568117731
5.10769332134259,"A","1",2.18519802145147,15.2584639712222
2.79349056288817,"A","2",-0.314486548359131,11.7043773509316
9.38074398859955,"B","1",0.711033330576145,32.5137855726389
17.5905289492954,"B","2",5.57521901635783,55.2172694783091
4.50728367541425,"A","1",1.13329761736229,13.8174808209942
3.30422383362363,"A","2",2.26584369794032,12.9301372006967
9.3166441326692,"B","1",3.23713949301796,32.3599459184061
13.2647012876207,"B","2",2.00295366825709,44.8352830902898
4.00011791755269,"A","1",0.73721068715568,12.6002830021265
3.1669109732931,"A","2",1.96852911642232,12.6005863359034
9.00511303331593,"B","1",2.52178873449398,31.6122712799582
13.2533842879116,"B","2",2.72552408089391,44.8081222909878
6.89690135330085,"A","1",2.72149214569003,19.552563247922
4.37391882795555,"A","2",1.54226529655021,15.4974051870933
7.0987721362183,"B","1",2.44555178674242,27.0370531269239
11.8539583338633,"B","2",1.50373051121143,41.4495000012719
0.362583099064256,"A","1",0.395726791604593,3.87019943775422
2.25017843012805,"A","2",-1.07737375268265,10.4004282323073
11.1421913941195,"B","1",4.041094304519,36.7412593458868
11.7937567688443,"B","2",3.33891864809321,41.3050162452263
5.09398053089076,"A","1",1.19992331225554,15.2255532741378
6.42319326346856,"A","2",2.87981712751073,20.4156638323246
10.8507223601091,"B","1",2.79088145599596,36.0417336642618
12.3313257190153,"B","2",3.1200000952593,42.5951817256366
2.31803565442195,"A","1",3.7059152915477,8.56328557061267
1.63036496357013,"A","2",-0.068718347101315,8.91287591256831
8.28140518928378,"B","1",0.824352881418612,29.8753724542811
12.1882993139183,"B","2",3.07490173998588,42.251918353404
